bookID,authors,average_rating,isbn,isbn13,language_code,  num_pages,publication_date,publisher,ratings_count,text_reviews_count,title
423,Joan Didion,3.86,679752862,9.78068E+12,eng,240,9/14/2004,Vintage,2842,292,Where I Was From
424,Joan Didion,4.21,374521727,9.78037E+12,eng,238,10/1/1990,Farrar Straus Giroux,26934,1825,Slouching Towards Bethlehem
425,Joan Didion,3.81,679754857,9.78068E+12,en-US,234,4/25/1995,Vintage International,2070,169,Democracy
426,Joan Didion/John Leonard,4.5,307264874,9.78031E+12,eng,1122,10/17/2006,Everyman's Library,1564,108,We Tell Ourselves Stories in Order to Live: Collected Nonfiction
428,Joan Didion/David Thomson,3.87,374529949,9.78037E+12,eng,231,11/15/2005,Farrar  Straus and Giroux,23656,1706,Play It As It Lays
431,Paul Auster/Art Spiegelman/Luc Sante,3.89,143039830,9.78014E+12,eng,308,3/28/2006,Penguin Classics,43200,1873,The New York Trilogy
432,Paul Auster,3.79,140097317,9.78014E+12,eng,203,4/7/1987,Penguin Books,12410,734,City of Glass (The New York Trilogy  #1)
434,Paul Auster,3.64,014009735X,9.78014E+12,eng,96,7/7/1987,Penguin Books,3672,195,Ghosts (The New York Trilogy  #2)
435,Paul Auster,3.89,940650762,9.78094E+12,eng,179,11/1/1986,Sun and Moon Press,2998,164,The Locked Room (The New York Trilogy  #3)
444,Peter Moon/Preston B. Nichols/Nina Helms,3.89,963188925,9.78096E+12,eng,256,1/1/1995,Sky Books (NY),74,2,Pyramids of Montauk: Explorations in Consciousness
446,Paul Auster,3.84,312426232,9.78031E+12,eng,306,10/17/2006,Picador,17977,1157,The Brooklyn Follies
447,Paul Auster,3.94,140115854,9.78014E+12,eng,320,4/1/1990,Penguin Books,16099,503,Moon Palace
453,Paul Auster,3.9,140154078,9.78014E+12,en-US,217,12/1/1991,Penguin Books,361,36,The Music of Chance
454,Paul Auster,3.23,805081453,9.78081E+12,eng,145,1/23/2007,Henry Holt & Company,6688,562,Travels in the Scriptorium
456,Paul Auster,3.96,140178139,9.78014E+12,eng,275,9/1/1993,Penguin Books,11744,443,Leviathan
463,Paul Auster,3.77,811214982,9.78081E+12,eng,104,6/17/2002,New Directions,2390,120,The Red Notebook: True Stories
466,Paul Auster,4.38,2742741461,9.78274E+12,fre,1075,11/7/2002,Actes Sud,21,1,Timbuktu / Leviathan / Moon Palace
475,Jared Diamond,3.93,143036556,9.78014E+12,eng,608,12/27/2005,Penguin Books Ltd. (London),52522,2780,Collapse: How Societies Choose to Fail or Succeed
476,Stephen Leeb/Glen C. Strathy,3.4,446579785,9.78045E+12,en-US,211,2/1/2006,Business Plus,213,26,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel
477,Joseph A. Tainter,4.15,052138673X,9.78052E+12,eng,262,3/29/1990,Cambridge University Press,719,86,Collapse of Complex Societies
478,Robert D. Putnam,3.8,743203046,9.78074E+12,eng,544,8/7/2001,Simon  Schuster,4762,512,Bowling Alone: The Collapse and Revival of American Community
481,Philip K. Howard,3.91,034543871X,9.78035E+12,eng,272,1/29/2002,Ballantine Books,62,4,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom
484,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,393318281,9.78039E+12,eng,576,9/17/1998,W. W. Norton  Company,278,20,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America
493,Nikola Tesla,4.01,1599869942,9.7816E+12,eng,88,5/17/2006,Filiquarian Publishing  LLC.,2862,262,My Inventions
494,Marc J.  Seifer/William H. Terbo,3.78,806519606,9.78081E+12,eng,542,2/1/2001,Citadel,2829,334,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius
497,Carol Dommermuth-Costa,3.93,822549204,9.78082E+12,eng,144,10/1/1994,Lerner Publications,105,5,Nikola Tesla: A Spark of Genius
498,Nikola Tesla/David Hatcher Childress,4.13,932813860,9.78093E+12,eng,100,12/1/2000,Adventures Unlimited Press,102,2,Tesla Papers
511,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,373792689,9.78037E+12,eng,249,6/27/2006,Harlequin Blaze,478,12,Boys of Summer
515,Dave Thomas/Chad Fowler/Andy Hunt,4.03,974514055,9.78097E+12,en-US,828,10/11/2004,Pragmatic Bookshelf,1577,49,Programming Ruby: The Pragmatic Programmers' Guide
523,Maureen Kelly/CliffsNotes/William Golding,3.95,764585975,9.78076E+12,eng,112,6/13/2000,Cliffs Notes,73,8,Golding's Lord of the Flies (Cliffs Notes)
524,William Golding,3.68,307281701,9.78031E+12,eng,6,10/11/2005,Listening Library (Audio),408,96,Lord of the Flies
531,Victor Davis Hanson,4.11,812969707,9.78081E+12,eng,397,9/12/2006,Random House,1693,100,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War
534,Ephraim Sevela/Antonina W. Bouis,4.14,60255080,9.78006E+12,eng,216,1/1/1989,HarperCollins Publishers,1,0,We Were Not Like Other People
537,Alice Sebold,3.81,330485385,9.78033E+12,en-GB,328,6/1/2003,Picador,6485,966,The Lovely Bones
538,Alice Sebold,3.81,159413023X,9.78159E+12,en-US,532,4/1/2004,Large Print Press,367,73,The Lovely Bones
539,Sharyn McCrumb,3.8,345360354,9.78035E+12,eng,224,5/13/1990,Ballantine Books,1371,43,Lovely in Her Bones (Elizabeth MacPherson  #2)
565,Dave Shea/Molly E. Holzschlag,3.98,321303474,7.85342E+11,en-US,296,2/17/2005,Peachpit Press,793,28,The Zen of CSS Design: Visual Enlightenment for the Web
570,Elizabeth Castro,3.8,321430840,9.78032E+12,en-US,456,8/1/2006,Peachpit Press,549,42,HTML  XHTML  and CSS (Visual Quickstart Guide)
576,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,3822840858,9.78382E+12,mul,575,5/15/2005,Taschen,288,31,1000 Record Covers
597,Chuck Klosterman,3.81,743264460,9.78074E+12,eng,245,6/13/2006,Scribner,26381,1109,Killing Yourself to Live: 85% of a True Story
599,Chuck Klosterman,3.73,743236017,9.78074E+12,eng,272,7/2/2004,Scribner,62089,3324,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto
619,Jane Feather,3.51,553572490,9.78055E+12,eng,419,5/2/1996,Bantam,474,19,Vice (V  #8)
629,Robert M. Pirsig,3.77,60589469,9.78006E+12,eng,540,4/25/2006,HarperTorch,166046,6446,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1)
639,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,802789471,9.7808E+12,eng,32,4/1/2005,Walker & Company,1773,274,Once Upon a Cool Motorcycle Dude
642,Ronald L. DiSanto/Thomas J. Steele,3.72,688060692,9.78069E+12,en-GB,408,11/19/1990,William Morrow Paperbacks,286,10,Guidebook to Zen and the Art of Motorcycle Maintenance
643,John Harold Haynes,3.85,185960515X,9.78186E+12,eng,222,7/5/2002,Haynes Manuals N. America  Inc.,40,2,Motorcycle Basics Techbook
650,Catharine M. Fishel/Bill Gardner,3.93,1592530877,9.78159E+12,eng,191,9/1/2004,Rockport Publishers,27,0,LOGO Lounge: 2 000 International Identities by Leading Designers
655,Leo Tolstoy/Hugh McLean,4.11,451528808,9.78045E+12,eng,304,4/1/2003,Signet Classics,7300,266,The Death of Ivan Ilych And Other Stories
656,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,192833987,9.78019E+12,eng,1392,6/25/1998,Oxford University Press,211671,6245,War and Peace
658,Leo Tolstoy/Constance Garnett,4.13,486451380,9.78049E+12,eng,352,9/8/2006,Dover Publications,2403,210,The Kingdom of God Is Within You
662,Ayn Rand/Leonard Peikoff,3.69,452011876,9.78045E+12,eng,1168,8/1/1999,Plume,322483,14702,Atlas Shrugged
663,Ayn Rand,3.68,451163087,9.78045E+12,eng,224,12/1/1963,Signet Book,2750,108,For the New Intellectual: The Philosophy of Ayn Rand
664,Ayn Rand,3.87,452286751,9.78045E+12,en-US,752,4/26/2005,Dutton,1886,229,The Fountainhead
665,Ayn Rand/Nathaniel Branden,3.51,451163931,9.78045E+12,eng,176,11/1/1964,Signet,11462,467,The Virtue of Selfishness: A New Concept of Egoism
667,Ayn Rand,3.63,452281253,9.78045E+12,eng,105,12/1/1999,NAL,110952,7277,Anthem
668,Ayn Rand/Leonard Peikoff,3.91,451187849,9.78045E+12,eng,464,1/1/1996,Signet,23199,1086,We the Living
669,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,451147952,9.78045E+12,eng,340,7/15/1986,Signet,3501,153,Capitalism: The Unknown Ideal
670,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,452274044,9.78045E+12,eng,681,2/1/1997,NAL,18,2,Letters of Ayn Rand
672,J.J. Isler/Peter Isler,3.95,471791431,9.78047E+12,eng,416,6/1/2006,For Dummies,150,7,Sailing for Dummies
675,Colin  Wells,3.88,553803816,9.78055E+12,eng,368,7/25/2006,Delacorte Press,646,83,Sailing from Byzantium: How a Lost Empire Shaped the World
676,Billy Collins,4.23,375755195,9.78038E+12,eng,192,9/17/2002,Random House Trade Paperbacks,12180,630,Sailing Alone Around the Room: New and Selected Poems
678,Christopher Caswell,3.62,1592283195,9.78159E+12,eng,286,4/1/2004,Lyons Press,51,5,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories
681,Kevin Trudeau,3.09,975599518,9.78098E+12,en-US,571,1/1/2004,Alliance Publishing,1601,284,"Natural Cures ""They"" Don't Want You to Know about"
685,Bernard Malamud/Kevin Baker,3.63,374502005,9.78037E+12,eng,231,7/7/2003,Farrar Straus Giroux,8854,672,The Natural
698,Anne Tyler,3.55,307263940,9.78031E+12,eng,277,5/2/2006,Alfred A. Knopf,17155,1841,Digging to America
700,Gary Colombo/Bonnie Lisle,3.77,312405545,9.78031E+12,eng,826,1/21/2004,Bedford Books,44,3,Rereading America: Cultural Contexts for Critical Thinking and Writing
702,Thomas E. Skidmore/Peter H. Smith,3.59,019517013X,9.7802E+12,en-US,528,10/7/2004,Oxford University Press  USA,234,11,Modern Latin America
703,Philip Roth,3.77,1400079497,9.7814E+12,eng,391,9/27/2005,Vintage International,33321,2925,The Plot Against America
707,Jon   Stewart,3.59,688171621,9.78069E+12,en-GB,164,9/22/1999,Dey Street Books,8703,417,Naked Pictures of Famous People
759,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,60932686,9.78006E+12,eng,352,5/13/2008,Harper Perennial Modern Classics,6375,179,Collected Stories
762,Gabriel García Márquez,3.97,1400034957,9.7814E+12,spa,118,10/14/2003,Vintage Espanol,7888,411,Crónica de una muerte anunciada
763,Gabriel García Márquez,4.07,307350428,9.78031E+12,spa,496,2/7/2006,Plaza y Janes,130,5,Cien años de soledad
764,Gabriel García Márquez,3.98,307350444,9.78031E+12,spa,176,2/7/2006,Plaza y Janes,4508,278,Del amor y otros demonios
765,Gabriel García Márquez/Edith Grossman,3.99,140003454X,9.7814E+12,eng,533,10/12/2004,Vintage,397,47,Living to Tell the Tale
766,Gabriel García Márquez,3.6,1400095808,9.7814E+12,spa,112,10/19/2004,Vintage Espanol,5856,377,Memoria de mis putas tristes
771,Brian Greene,4.07,375708111,9.78038E+12,eng,425,9/2/2004,Vintage Books USA,32569,1058,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory
775,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,086171492X,9.78086E+12,eng,288,5/15/2005,Wisdom Publications,37,6,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman
787,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,184353584X,9.78184E+12,eng,363,4/1/2006,Rough Guides,1,0,The Mini Rough Guide to London
793,Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,1740594770,9.78174E+12,eng,128,9/1/2004,Lonely Planet,11,0,Best of London (Lonely Planet Best Of)
797,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,8408064762,9.78841E+12,spa,480,5/1/2006,Geoplaneta,0,0,Lonely Planet Londres
799,Lonely Planet/Mark Honan,0,1740592050,9.78174E+12,eng,295,9/1/2001,Lonely Planet,0,0,Out to Eat London 2002 (Lonely Planet Out to Eat)
815,H.G. Bissinger,3.88,618710531,9.78062E+12,eng,287,4/4/2006,Mariner Books,6870,237,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager
816,Neal Stephenson,4.25,60512806,9.78006E+12,eng,1139,11/1/2002,Avon,83184,4249,Cryptonomicon
821,Neal Stephenson,4.1,2228894168,9.78223E+12,fre,418,3/31/2001,Payot,5,0,Le Réseau Kinakuta (Cryptonomicon  #2)
822,Neal Stephenson,4.26,60733357,9.78006E+12,en-US,815,6/14/2005,William Morrow Paperbacks,19320,565,The Confusion (The Baroque Cycle  #2)
823,Neal Stephenson,3.93,60593083,9.78006E+12,eng,927,9/21/2004,HarperCollins Perennial,30872,1735,Quicksilver (The Baroque Cycle  #1)
824,Neal Stephenson/J. Frederick George,3.61,553383442,9.78055E+12,eng,448,5/31/2005,Spectra Books,2465,137,The Cobweb
826,Neal Stephenson,3.25,380816032,9.78038E+12,en-US,308,2/6/2001,William Morrow Paperbacks,4657,223,The Big U
827,Neal Stephenson/Pedro Jorge Romero,4.19,553380966,9.78055E+12,eng,499,5/2/2000,Spectra,71042,2767,The Diamond Age: Or  A Young Lady's Illustrated Primer
828,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,553383434,9.78055E+12,eng,640,5/31/2005,Spectra,4731,270,Interface
829,Neal Stephenson,4.2,60833181,9.78006E+12,en-US,464,3/28/2006,HarperTorch,1567,65,Odalisque (The Baroque Cycle  Vol. 1  Book 3)
830,Neal Stephenson/Guy Abadia,4.03,553380958,9.78055E+12,eng,438,8/2/2000,Bantam Books,188100,6612,Snow Crash
834,Dan Harrington/Bill Robertie,4.16,1880685353,9.78188E+12,eng,450,6/1/2005,Two Plus Two Publishing LLC,1474,30,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame
835,Dan Harrington/Bill Robertie,4.24,1880685337,9.78188E+12,eng,381,12/1/2004,Two Plus Two Publishing LLC,1929,72,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play
840,Donald A. Norman,4.17,465067107,9.78047E+12,eng,240,9/19/2002,Basic Books,18602,1379,The Design of Everyday Things
841,Donald A. Norman,3.95,465051367,9.78047E+12,eng,272,5/11/2005,Basic Books,3702,149,Emotional Design: Why We Love (or Hate) Everyday Things
842,Donald A. Norman,4.17,465067093,9.78047E+12,eng,257,6/13/1988,Basic Books,265,31,The Psychology of Everyday Things
848,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,898709199,9.7809E+12,en-GB,259,4/30/2006,Ignatius Press,51,7,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson
864,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,60887966,9.78006E+12,eng,192,5/2/2006,HarperOne,920,76,The Alchemist
865,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,61122416,9.78006E+12,eng,197,5/1/1993,HarperCollins,1631221,55843,The Alchemist
866,Hiromu Arakawa/Akira Watanabe,4.57,142150460X,9.78142E+12,eng,192,9/19/2006,VIZ Media LLC,9013,153,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9)
868,Hiromu Arakawa/Akira Watanabe,4.56,1591169259,9.78159E+12,eng,192,9/13/2005,VIZ Media LLC,16666,299,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3)
869,Hiromu Arakawa/Akira Watanabe,4.57,1421504596,9.78142E+12,eng,192,7/18/2006,VIZ Media LLC,11451,161,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8)
870,Hiromu Arakawa/Akira Watanabe,4.5,1591169208,9.78159E+12,eng,192,5/3/2005,VIZ Media LLC,111091,1427,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1)
871,Hiromu Arakawa/Akira Watanabe,4.55,1591169291,9.78159E+12,eng,200,11/8/2005,VIZ Media LLC,10752,294,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4)
872,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,006019250X,9.78006E+12,en-US,198,11/1/1998,HarperCollins Publishers,251,32,The Illustrated Alchemist: A Fable about Following Your Dream
873,Hiromu Arakawa/Akira Watanabe,4.52,1591169232,9.78159E+12,eng,192,7/5/2005,VIZ Media LLC,14923,419,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2)
880,Robert   Harris,3.82,812974611,9.78081E+12,eng,274,11/8/2005,Random House Trade Paperbacks,26922,1726,Pompeii
888,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,158715739X,9.78159E+12,eng,360,12/3/2002,Borgo Press,1156,68,The Last Days of Pompeii
890,John Steinbeck,3.87,142000671,9.78014E+12,eng,103,1/8/2002,Penguin Books,1755253,25554,Of Mice and Men
900,Neil Strauss,3.74,60554738,9.78006E+12,en-US,464,9/6/2005,It Books,20529,1592,The Game: Penetrating the Secret Society of Pickup Artists
902,Ellen Raskin,4.02,014240120X,9.78014E+12,eng,182,4/12/2004,Puffin,142121,8782,The Westing Game
903,Zilpha Keatley Snyder,3.83,808553038,9.78081E+12,eng,215,7/7/2009,Turtleback Books,30231,1130,The Egypt Game
929,Arthur Golden,4.11,1400096898,9.7814E+12,eng,503,11/22/2005,Vintage Books USA,280309,3703,Memoirs of a Geisha
930,Arthur Golden,4.11,739326228,9.78074E+12,eng,434,11/15/2005,Random House Large Print Publishing,1301083,19296,Memoirs of a Geisha
931,Arthur Golden,4.11,99498189,9.7801E+12,en-US,497,12/1/2005,Vintage,2122,256,Memoirs of a Geisha
932,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,1557046832,9.78156E+12,eng,144,10/20/2005,Newmarket Press,145,8,Memoirs of a Geisha: A Portrait of the Film
933,Arthur Golden,4.11,99771519,9.7801E+12,eng,497,6/4/1998,Vintage,4189,462,Memoirs of a Geisha
935,Mineko Iwasaki/Rande Brown,3.93,074343059X,9.78074E+12,eng,334,5/6/2003,Pocket Books,1556,158,Geisha of Gion
941,J. Torres/Eric  Kim,3.44,1932664394,9.78193E+12,eng,58,2/1/2006,Oni Press,9,2,Love As A Foreign Language #5
944,Margaret Johnson/Philip Prowse,3.41,521750849,9.78052E+12,eng,95,8/1/2002,Cambridge University Press,59,7,Jungle Love
955,Gary Chapman,4.7,802415318,9.7808E+12,eng,0,1/1/2005,Moody Publishers,22,4,The 5 Love Languages / The 5 Love Languages Journal
960,Dan Brown,3.89,1416524797,9.78142E+12,eng,736,4/1/2006,Pocket Books,2418736,21303,Angels & Demons (Robert Langdon  #1)
965,Dan Brown,3.89,849561877X,9.7885E+12,spa,508,12/1/2005,Umbriel,196,20,Ángeles y demonios (Robert Langdon  #1)
966,Dan Brown/Raúl Amundaray,3.89,972859896,9.78097E+12,spa,18,12/1/2005,FonoLibro,65,7,Angeles & Demonios
968,Dan Brown,3.84,307277674,9.78031E+12,eng,489,3/28/2006,Anchor,1679706,35877,The Da Vinci Code (Robert Langdon  #2)
969,Dan Brown,3.84,076792603X,9.78077E+12,eng,467,3/28/2006,Broadway Books,1120,105,The Da Vinci Code
972,Dan Brown/Daniel Roche,3.84,2266144340,9.78227E+12,fre,744,5/3/2005,Pocket,377,16,Da Vinci Code (Robert Langdon  #2)
975,Dan Brown,3.71,1416524800,9.78142E+12,eng,736,4/1/2006,Pocket Books,4919,410,Deception Point
977,Dan Brown,3.71,552151769,9.78055E+12,eng,585,5/1/2004,Corgi Books,3353,183,Deception Point
980,Dan Brown,3.71,593055071,9.78059E+12,eng,448,8/1/2005,Bantam Press,61,4,Deception Point
987,P.J. Parrish,4.04,078601606X,9.78079E+12,eng,383,2/1/2005,Pinnacle,456,41,A Killing Rain (Louis Kincaid  #6)
998,Thomas J. Stanley/William D. Danko,4.03,671015206,9.78067E+12,eng,258,10/1/1998,Gallery Books,61760,2600,The Millionaire Next Door: The Surprising Secrets of America's Wealthy
1005,Napoleon Hill,4.18,1585424331,9.78159E+12,eng,320,9/1/2005,Tarcherperigee,88897,2334,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century
1007,Napoleon Hill,4.18,1932429239,9.78193E+12,eng,368,8/7/2004,High Roads Media,48,9,Think and Grow Rich
1014,Mike   Mason,3.58,977616657,9.78098E+12,eng,256,6/7/2006,Pragmatic Bookshelf,173,14,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series)
1022,Riki Anne Wilchins,3.95,1563410907,9.78156E+12,en-US,288,6/1/2005,Firebrand Books,253,17,Read My Lips: Sexual Subversion and the End of Gender
1032,Donald J. Trump/Tony Schwartz,3.66,345479173,9.78035E+12,en-US,384,12/28/2004,Ballantine Books,12748,948,Trump: The Art of the Deal
1052,George S. Clason,4.26,451205367,9.78045E+12,eng,194,2/1/2008,Berkley Books,76451,3400,The Richest Man in Babylon
1053,George S. Clason,4.26,1419349996,9.78142E+12,eng,4,6/17/2005,Recorded Books  Inc.,86,15,The Richest Man in Babylon
1059,Trevanian/Gisela Stege,4.21,1400098033,9.7814E+12,eng,480,5/10/2005,Broadway Books,9498,637,Shibumi
1067,David McCullough,4.07,743226720,9.78074E+12,eng,386,7/4/2006,Simon  Schuster,166916,6243,1776
1068,Peter  Stone/Sherman Edwards,4.22,140481397,9.78014E+12,eng,192,11/18/1976,Penguin Books,1299,30,1776
1073,Robert J. Allison,3.62,226014908,9.78023E+12,eng,284,7/15/2000,University of Chicago Press,31,5,The Crescent Obscured: The United States and the Muslim World  1776-1815
1078,Pearl S. Buck,3.98,1416500189,9.78142E+12,eng,418,3/4/2009,Howard Publishing Co,200744,7656,The Good Earth (House of Earth  #1)
1090,Rick Warren,3.93,310258979,9.78031E+12,eng,5,3/15/2005,Zondervan,26,2,Purpose Driven Life - For Commuters: What on Earth Am I Here For?
1097,Eric Schlosser,3.74,60838582,9.78006E+12,eng,399,7/5/2005,Harper Perennial,190039,4922,Fast Food Nation: The Dark Side of the All-American Meal
1099,Eric Schlosser,3.74,141006870,9.78014E+12,eng,384,4/4/2002,Penguin Books,811,77,Fast Food Nation: What The All-American Meal is Doing to the World
1103,Lisa See,4.07,812968069,9.78081E+12,eng,269,2/21/2006,Random House,297533,14935,Snow Flower and the Secret Fan
1110,John Grisham,3.78,385340540,9.78039E+12,eng,422,9/26/2006,Delta,72361,2334,The Broker
1111,Robert A. Caro,4.51,394720245,9.78039E+12,eng,1344,7/12/1975,Vintage,11208,1237,The Power Broker: Robert Moses and the Fall of New York
